index,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,target,noisy target,group,level-0,level-1,level-2,marker,group1
29,0.3349734555558747,0.4842450358828882,0.3436891120300608,0.5656216299245183,0.9004318174975126,0.5838561573550207,0.4800003780036116,0.3242645463995512,0.4705326067844433,0.7334288500726317,0.9248628376991276,0.7506744221026677,0.640508062375329,0.4784940633861103,0.2691761595469676,1.424386844095992,0.4324133892203103,0.6784741181071068,0.524069014132228,0.4509142153670456,1.0,0.3822395466136625,0.6015179917710424,1.2883178205517436,1.730024317487142,0.3600233179474324,2.609461791579028,0.3328420557780346,0.4898595759750733,0.6440347115199178,2.492996801391369,0.3328809804121093,0.4961170447189031,0.643602355845276,1.6194819635870317,0.5026771055166183,0.1889455790656757,1.7263156595411182,2.162533644643239,0.1762897472651096,0.5072386576360524,0.6288626480822819,0.4799367560658069,1.437814891457741,0.7859189928316461,0.3763469436778949,0.5374381659170532,2.651564474692672,0.5480128365226478,1.4369332572676885,1.3827031571952202,0.566302430730142,0.5230191643466205,1.6382775692605671,0.3313751058009472,0.7194277415185817,0.1953000640847319,0.2911772551241569,1.3484240783597912,0.8911103837799274,0.6881820556446254,0.2369327552481531,0.4362174715093675,0.3467327983340401,0.0,0.7380407690778511,0.3163327315296168,0.5729230490535583,0.3113416022723324,1.4466243833229635,0.2717765050450795,0.7120985230676821,0.5183784371808203,2.0,0.6759242764380438,0.7392319495137721,2.637873590394117,0.3811921317531394,0.6000358963846018,0.7300295245012816,1.5853413527483329,0.4503530139023893,0.6818690340379522,1.5672463080328147,0.9189352421960918,0.5995936893835818,0.2015565787204274,0.7176692684794738,0.7243771483706977,0.6627019836893522,0.6537381729680286,0.3161486706292951,1.1771650887191891,0.0521360958513401,0.7888604182534887,0.6584164669646994,0.3583262252236555,0.4406616672660439,0.3138043675984729,0.246738743273244,64,64,GE-OM3-9,Engine,Gasoline,GE-OM3,,28
58,0.5960533069437067,0.3541801526548676,0.6547479770406396,0.4770474851155512,0.4261425139770953,0.6117861216281931,0.5739392323342156,0.2086815800416888,0.8847619171634679,0.5520988514343387,0.8090711398932554,0.8351038349427969,0.4130024944441351,0.4874830350668746,0.3127553869824792,1.3493292530122238,0.4946204825175731,0.5357310053116012,0.0162418836249529,0.3388606167673753,0.4491720583766349,0.9200635087051058,0.4650251749289273,1.5205912037270282,1.195220912041114,0.4448311389135636,2.5763077862237376,0.59849464463583,0.5606952736944626,0.7345266523659277,2.290283240764314,0.6495881002084891,0.5017406788385704,0.1493588898991963,0.5764965944480881,0.5568144518991479,0.3447450397208328,0.5687448206977521,1.7934121564523475,0.6984866245129213,0.9565394051072148,0.4704067514407197,0.2250936873932472,1.3411064759816458,0.1511017362971685,0.3689855408459165,0.4487159574227867,1.5151455395025544,0.3310730949584526,1.3678470541498688,0.7167848926494379,0.3097672930367458,0.6324977318463096,1.5666200611608767,0.9211030877096332,0.4958816410190416,0.7263452417864168,0.8144342097269631,0.6069716126608333,0.6264480772329241,0.2570239910932375,0.4077650970359968,0.5333833473553024,0.3900244020132582,0.6977887412297366,0.3239997185329298,0.7343186446068348,0.5411520035959401,0.3106513240147784,0.04267271729407,0.6230895176266943,0.2752112191965459,0.5532728985637226,0.273161650502553,0.2557507047030145,0.4538943293300072,1.6003476251016708,0.9032955081877928,0.4189157083071367,0.1458256922320457,0.6832639159764357,0.4370574274795585,0.4991114274163356,1.603541431035191,0.7564824882446892,0.7533654107801296,0.5703975031383883,0.5654625760454621,0.8948669907993279,0.7287824181881053,0.3705689402039367,0.5265670966058044,0.8301298324666638,0.501361074448617,0.5461936101177999,0.8442273704531246,0.3702173692977594,0.780346797676051,0.1601612843554733,0.6609825444458085,52,52,GE-OM1-3,Engine,Gasoline,GE-OM1,,13
10,0.5679004362870963,0.6473888910351696,0.9079624931684068,0.3817951328307517,0.0,0.177850082538405,0.1500315708181966,0.5879344364279453,0.8234925973338557,0.2265554473165966,0.5617736046282126,0.6832421516215991,1.0,1.0,1.0,1.6514200825765886,0.6452161524566519,0.924651232656602,0.204067680206676,0.1990882510975448,0.0833680258629805,0.5374098188263121,0.0258584968095617,1.0432011291116885,2.0,0.774620099723492,2.596794932463363,0.1866746628955947,0.4000033767340714,0.5740397779924625,2.9916641907860493,0.6658008365495408,0.9065202461995016,0.7000330361326526,1.1463867757805315,0.9410642362533888,0.0058275709257053,1.4768913497507106,1.7606802341494394,0.4269166973725074,0.5626278221593098,0.586442240276075,0.6203612031432791,1.5932769689195396,0.0,0.2218761100724507,0.4983176364965557,2.5503397477585183,0.5172457907401723,1.7684292934177566,1.1186991571341245,0.5294948764708658,0.6394098912650976,1.3111574929411738,0.9307913089607198,0.2609442099108759,0.4845422309302262,0.97694898912515,1.3883145666014594,0.8133307478222289,0.0959204672105571,0.738028936181652,0.2809422719547175,0.7770979887571934,0.5235908246629831,0.6867812152111604,0.4419265392761125,0.2862315600032242,0.0,1.0261198663007076,0.7214837786465523,0.1322557595012692,0.0084108820721511,1.709647031137845,0.5576237428921397,0.5451966223985334,3.0,0.6822698596220264,0.7505117345562962,0.5367269451057708,1.4796007207270316,1.0,0.0,1.6060889553924191,0.8129339114240327,0.0,0.2001034821066158,0.331549010464495,0.6018882629181793,0.7310033786937348,0.7880779924470879,1.0,1.4619859583297572,0.7145604403043732,1.0,1.0,0.7582496049096327,0.7498327862382038,0.5545918897787547,0.3567168743425208,65,65,GE-OM3-8,Engine,Gasoline,GE-OM3,,27
32,0.6051885087160176,0.6045591088479547,0.4158557203147512,0.7080462204222338,0.4409626886937695,0.2642827963794159,0.3886315665947578,0.1739369255586535,0.6757237664101821,0.2905034968686592,0.6250533574073444,0.8228107057269978,0.2332989630133161,0.4609979905186355,0.5953328320615778,0.119416722074297,0.2711143423778024,0.8357820379179691,0.541935103509354,0.3072461698499279,0.5374950593971015,0.3334986228200511,0.3009020967031546,0.4860945010037995,1.2404955496666217,0.4358697468654061,0.9707963103948252,0.7936340509460439,0.3942932757929445,0.8177532378775522,0.2085462869675723,0.5715627315588236,0.5099602699195213,0.5776273313425218,0.8212802216419001,0.5756151007548076,0.2040204397627155,0.5981698574490321,1.3055276135688407,0.7425173386556855,0.6165067332273585,0.6794133628576983,0.8798101021212872,0.1866874351770468,0.6697669893362759,0.7634080213304988,0.9246680464802643,1.5444006044804457,0.6648155445695592,0.55616746096758,0.6017724552866068,0.8259349038529317,0.3696911560421103,1.283190194527445,0.5396042554242245,0.6882330606637235,0.4548579109752844,0.3914850688410948,0.6507370405582874,0.4490942680617333,0.2725006066188605,0.6743792423707082,0.1457710503508235,1.0,0.7520752451211938,0.6103926360671511,0.6088606810105901,0.3419540976448345,0.4197553065019392,0.6484870630856363,0.4277231023879849,0.0728349399872014,0.1986793409360329,0.5581691723849856,0.6013553698619367,0.534628939431951,1.5070735879942987,0.6620148653263054,0.58412119182834,0.5840583792298941,0.7059786552275242,0.933652692494326,0.4529193178169666,1.467984515317576,0.0,0.5274663924740118,0.763149172900769,0.4944205297650613,0.4946847658020687,0.639400823520202,0.0489785699531523,0.2506113692424491,0.3108977927067832,0.4616878791773998,0.6430713388624901,0.8250279230269396,0.4454606349394028,0.8101373145805544,0.8140878851511906,0.2732160536499707,13,13,DE-OM2-1,Engine,Diesel,DE-OM2,,5
12,0.1846819859923521,0.6339628455885152,0.4043910678273855,0.3828555667283386,0.4217807375804137,0.4025485956416381,0.6439620105646616,0.3703312723489132,0.393537038869469,0.5275687618419749,0.2936416160983918,0.6591291776613317,0.0279038034739654,0.0187975349922006,0.3285235442499137,0.9159952667138752,0.9214597508639965,1.0,0.2492094939571531,0.6605430762240594,1.0,0.6784459658298755,0.9250752996760154,0.6936574501770921,0.7194158891449325,0.0,0.5160979543459362,0.7837311045671361,0.157123871840409,0.4005222980367644,0.4829252481521365,0.2692259069868072,0.0,0.269102039018221,0.6245085625439022,0.6969014122458221,0.5564138377237279,0.4784894581957445,1.845379034360634,1.0,0.0866972634237522,0.615062445366421,0.1895666136767973,0.2823064734286112,0.103122129432367,0.4305999825217494,1.0,1.34927337964106,0.6814137885397792,0.2967509358720219,0.3195329751591564,0.5926825873440466,0.5223149330646027,0.4719073875239277,0.7132980999976758,0.4376122869481061,0.4859885885087827,0.0,0.7186909318780558,0.2570158979549151,0.3365812428999463,0.6934268382820593,0.9692209293298104,0.9263847638754572,0.7316189973900771,0.6086492452918791,0.6281788894594137,0.7343060209765783,0.2707814363884868,0.9991284505178047,0.5632382575861967,0.7911865878214162,0.7472318338664607,0.6168891789306076,0.3857504317936979,0.6929237654477124,1.0,0.1217967899838747,0.1637044727317072,0.0,1.0,0.4874921324234419,0.7234784164877387,1.6291074138583963,0.5833244901374697,0.3893023331372513,0.5697154138222299,0.7026839529617894,0.6191788152564158,0.2762750722823825,0.35593131360343,0.3555960454660479,0.7227825350140568,0.5753827110450352,0.5731146101070336,0.5528672603616016,0.3485519758701997,0.3486281749821929,0.1601545351322537,0.5487883252019985,16,16,DE-OM1-4,Engine,Diesel,DE-OM1,,2
68,1.6556024887172582,0.640718691391539,0.2313627796556617,0.5185706098482674,0.3897851226810937,0.6383666149358386,0.5186293304613303,0.6011044741958729,0.8785173465033401,0.53678305170477,0.4311686992009707,1.4711295879895363,0.3872175430316328,0.3520958753797798,0.4108485531605423,1.2920083943933451,0.4774672489934498,0.4599945608095909,0.443967050168885,0.731784873333968,0.6862074660753714,0.2302410968053732,0.5843275427175177,1.5250097762550738,1.295445680533767,0.511527814289522,2.629743202884028,0.3863614613282542,0.550712761955548,0.893754772630681,2.479107094175504,0.8336070680454379,0.6750431214956901,0.5058092649736492,1.466915286859073,0.377607298827829,0.2577660017683463,1.3215641028055054,2.281533786216198,0.3932600562410511,0.5898857848965386,0.5162268125223414,0.637586260836547,1.666596217676103,0.6281976803704508,0.6893499809233288,0.3611257127327382,2.4269348650952938,0.549791855070138,1.7674785545010212,1.3546349515093072,0.4039608127653981,0.5933292355921266,1.459048314413253,0.3357951283544392,0.1012752383522261,0.3664794350456741,0.4565164514995077,1.485670260285341,0.3813713129318991,0.300412722850025,0.7458081050441637,0.6571290127526092,0.6483930276121765,0.4851931278116886,0.5157995741999383,0.556151877435854,1.2188649419674908,0.4862235974256687,1.3474585756496495,0.5440982476009478,0.2989361456904479,0.4748229686512232,1.354492873556456,0.7864790883448383,1.5862224831186909,2.232977117895894,0.8787607575068572,0.5370717781192906,0.2859277693576854,1.41836703121249,0.401808929855565,0.4978272786600767,1.51921025196195,0.8669425785397858,0.6319608650540209,0.5953273961670882,0.5414897944040804,0.4047364613157727,0.5241840290071696,0.561414284783632,0.361573319977396,1.6409957097918528,0.7329061794174423,0.5853617262090315,0.2460605305963144,0.4854749152088771,0.4524151276293802,0.4996061926237116,0.4501033297518397,60,60,GE-OM3-13,Engine,Gasoline,GE-OM3,,22
9,0.7977529250412811,0.4022241145784339,1.0,0.4799937763034942,0.6097215339135834,0.3527605833578738,0.0361327305410168,0.5010804060023445,0.3558623336008452,0.9288443919376426,0.2595860312801774,0.968430396778952,0.8027365869074855,0.6599478032401197,0.9305647373874404,1.539050400705796,0.0,0.9538363223790484,0.4683276506938935,0.2772314201882169,0.3562802293414441,1.0,0.9544010065350196,1.8854327358959324,1.3188325649144643,0.3522600971934028,2.387887040494036,0.2019427787218258,0.3190044632516134,0.8154348024903884,3.0,1.0,0.8269260514191833,0.067219858376848,0.7849697305771178,0.2511765196583083,0.5029370194660131,0.9012164522127496,1.307410541085707,1.0,0.818159475770874,0.563499581644199,0.7184701229220584,1.222325439890835,0.1556295612945174,0.5177277226244735,0.566679232221898,1.851417227586888,0.1315015947610856,1.6880333705341135,0.548222746465395,1.0,0.1657073499304705,1.567100720327013,0.0,0.5039227929765209,0.3745591232487406,0.7733452999595869,1.1755122432815404,0.4570785015152034,0.0,0.4299728918087719,0.955390550467374,0.1558039596026932,0.5613168190738592,0.8877354772835919,0.4333720301911519,0.1971459403732131,1.0,1.7361935725434663,0.446531815052589,0.3932908714734867,0.1310234336986931,0.5012659297858041,0.1527538080018352,0.978753414947856,1.0704266435416352,1.0,0.6186601303039581,0.49391356026877,0.0,0.7844482240277867,0.1610903113922625,2.0,0.198648849003186,0.0,0.2958891870442781,0.6649483431422583,0.1940468790253967,0.2170026625532641,0.1991625732985455,0.6492072153215822,1.5528127623187893,0.9091761251995454,0.0,0.0772278457392455,0.5019382341747524,0.6156677167346346,0.8531747138234614,0.6829552493552996,66,66,GE-OM1-6,Engine,Gasoline,GE-OM1,,16
7,0.190986454453555,0.8764950591638584,0.8713353056889926,0.5587742249150937,0.919978729825138,0.3503249903634505,0.8070272740632795,0.1218070429504563,0.3624034162473188,1.0,0.7145272864326749,0.0,0.0,0.0,0.7115460600123337,1.949534923521071,0.475331819691023,0.5761716708983026,0.0,1.0,0.592325217938956,1.0,0.6288111169627022,0.1241849873533492,1.818160872470954,0.7237572959603467,0.6819906131779744,0.543722702644763,0.0081380065906434,1.0,0.0,0.4113530883446819,0.5695695650044428,1.0,0.5687069726878772,0.2609038475784119,0.1020583820512826,0.0,1.0,0.3568338425337811,0.8521625182755939,0.9616978398483856,1.0,1.0,0.1924864740144871,0.0,0.5232229093760694,1.8230800647043464,0.1830340655239167,1.7524705897505377,1.0,0.390170829462548,0.4277742230035229,1.0,1.0,0.66903673571308,0.0,0.5470306040918985,0.6081983092046932,0.0,0.3436437159475459,0.4104814504828251,0.3966515514172721,0.0,0.8240086770240889,0.7418750744695058,0.0743148416149906,0.0,0.4636699841773928,1.0,1.0,0.3775353279656666,0.3232048312725007,0.420648436006227,0.0134392993645039,0.2376275535539196,1.0,0.0,0.0,0.7331730120087318,0.4036788424490165,0.0,0.9984550102433462,1.3029598174220438,0.5233163120823708,0.6747098426390072,0.0,0.7949331712648869,0.5525479272242213,0.9064358761956892,0.269279107380376,0.2294145773803364,0.6471071707106314,0.7927152917234539,0.9032923428621508,0.2338888793889429,1.0,0.3081198080610789,0.525032774276291,1.0,34,34,DE-OM2-3,Engine,Diesel,DE-OM2,,7
39,1.0,0.3189885310322763,0.2827306188790582,0.4136939458141195,0.2631362960925947,1.0,0.061369657874905,0.5750670009507246,0.5518351350767303,0.5264272891435707,0.070949342683713,0.1947014761023343,0.5267315411573696,0.1707911351375646,0.8257027942977648,1.0,0.0,0.3083671490604406,0.6481576256203332,0.2418209132150659,0.4001772422680428,0.6687127583679604,0.9687805100235316,0.1946908986154129,1.441507527993211,0.3823290879104392,0.8895151899808558,0.8665701618608028,0.5156539767870391,0.0764446323068777,0.8023389765383723,0.370852225016985,0.4033926020249724,0.4413379603649298,0.5228389953277012,0.2024495676732413,0.3689098849467401,0.2905999145350362,1.6603234634351889,0.7156469868299099,0.6944210794923966,0.660823013156923,0.1081261364767371,0.8477867747030706,0.3405784273414375,0.6295904997689133,0.5094376820023989,1.635651692231963,1.0,0.5382586246444501,0.5892188850112852,0.5130948677524341,0.4811737332256938,1.255562626512203,0.8320059976532871,0.3785455678262614,0.3416119487497178,0.2408963124645386,0.4071336316939823,0.4062606074893072,0.3918361048666672,0.5552089351947469,0.5976946127763642,0.3933255445868878,0.5460893015452115,0.5228390165461597,0.1416116757297314,0.5382532897018671,0.6484655104646954,0.650495075370824,0.7737535099881425,0.2479255224956278,0.0,0.6263982186239277,0.4865552644700573,0.3088329094041908,1.6484537285354544,0.5573771950434231,0.5167452734442157,0.3789049201735741,1.0,0.4234949010659467,0.3348174137789574,1.191919470875728,0.3126886295789238,0.2069166903509702,0.3292572699350809,0.3853253895835188,0.2402934707934038,0.8074714569388075,0.9571820530452928,0.9172985524974584,0.12738311046068,0.3966387184356225,0.4242922836639179,0.6544919794382159,0.4888349374246404,0.1990252359327714,0.4728823102219004,0.459063432436433,5,5,DE-OM2-1,Engine,Diesel,DE-OM2,,5
17,0.2390559828463578,0.649273126214933,0.0879216496311126,0.6406757379433926,0.0,0.5974249958663223,0.6196242145592213,0.4089116054845755,0.3984311045406444,0.0,0.8830908055423244,0.2408956654939044,0.5069735875674962,0.8406633434198418,0.0,1.271425937246905,0.2136172707253516,0.3821648438518955,0.6241226348992011,0.5435290201662081,0.1545676733175149,0.7745984337119749,0.2060831377555192,1.1869007600837649,1.3900579920451694,0.1791639709772152,3.0,0.124774970561318,0.1932266501001754,0.7962653049070263,2.4492937781248525,0.4776539267452133,0.258542567249702,0.0,0.5582225756326268,0.8301037952497988,0.1357106556393671,1.7405902196935503,1.079783236277173,0.4651588078385801,0.374495875885567,0.771736638763708,0.0204308662024647,1.602147935926113,0.6434255596104069,0.5666500338808783,0.5062257576469293,2.429032614432012,0.9023393392255828,1.4910010495984105,1.2895912418871809,0.3082580420003636,0.5017328263092588,1.443365249273338,0.8523556179368019,0.3087543822896551,0.285096008425322,0.6456682700806289,1.514494188987762,0.5689389313032109,0.4086241415104328,0.0,0.8732129192655492,0.1604595424797729,0.0,0.7564210140689642,0.5115743560984891,0.0176517640282552,0.451528687457822,1.3994069440926111,1.0,0.0,0.1076291861592756,1.3629812456892456,0.2321642950815524,1.0,2.733752519544404,0.5015548757398567,0.7937993827253647,0.4887159020964011,1.6779649024327137,0.2155725904222966,0.5997080136007841,1.8589268695715264,0.6846301239158364,0.4100622560539245,0.6662997127081403,0.4042865658065555,0.5537574636212598,0.4142108165742472,0.6606255167430437,0.7989209473533077,1.0,0.3059682230189379,0.0762693558707135,0.3767806398838081,0.0,0.314155279308111,0.6501131075638079,0.1928627625700446,60,60,GE-OM3-7,Engine,Gasoline,GE-OM3,,26
